,location,loc_id
418,"Via Giambellino, 37, 20146 Milano MI, Italy",419
419,"Via Giambellino, 7, 20144 Milano MI, Italy",420
420,"Via Gian Antonio Boltraffio, 2, 20159 Milano MI, Italy",421
421,"Via Gian Antonio Boltraffio, 27, 20159 Milano MI, Italy",422
422,"Via Gian Battista Bazzoni, 2, 20123 Milano MI, Italy",423
423,"Via Gian Battista Vico, 16/A, 20123 Milano MI, Italy",424
424,"Via Gian Carlo Castelbarco, 25, 20136 Milano MI, Italy",425
425,"Via Gian Carlo Castelbarco, 27, 20136 Milano MI, Italy",426
426,"Via Giannino Sessa, 6, 20142 Milano MI, Italy",427
427,"Via Giordano Bruno, 1, 20154 Milano MI, Italy",428
428,"Via Giordano Bruno, 11, 20154 Milano MI, Italy",429
429,"Via Giordano Bruno, 4, 20154 Milano MI, Italy",430
430,"Via Giorgio Pallavicino, 25, 20145 Milano MI, Italy",431
431,"Via Giorgio Washington, 12, 20146 Milano MI, Italy",432
432,"Via Giorgio Washington, 66, 20146 Milano MI, Italy",433
433,"Via Giorgio Washington, 81, 20146 Milano MI, Italy",434
434,"Via Giorgio Washington, 84, 20146 Milano MI, Italy",435
435,"Via Giorgio Washington, 85, 20144 Milano MI, Italy",436
436,"Via Giorgio Washington, 9, 20146 Milano MI, Italy",437
437,"Via Giosuè Borsi, 10/12, 20143 Milano MI, Italy",438
438,"Via Giosuè Carducci, 29, 20123 Milano MI, Italy",439
439,"Via Giosuè Carducci, 38, 20123 Milano MI, Italy",440
440,"Via Giosuè Carducci, 5, 20123 Milano MI, Italy",441
441,"Via Giovanni Battista Bertini, 29, 20154 Milano MI, Italy",442
442,"Via Giovanni Battista Boeri, 11, 20141 Milano MI, Italy",443
443,"Via Giovanni Battista Fauchè, 13, 20154 Milano MI, Italy",444
444,"Via Giovanni Battista Niccolini, 26, 20154 Milano MI, Italy",445
445,"Via Giovanni Boccaccio, 15, 20123 Milano MI, Italy",446
446,"Via Giovanni Boccaccio, 27, 20123 Milano MI, Italy",447
447,"Via Giovanni Palatucci, 5, 20142 Milano MI, Italy",448
448,"Via Giovanni Palatucci, 568, 20142 Milano MI, Italy",449
449,"Via Giovanni Pastorelli, 16, 20143 Milano MI, Italy",450
450,"Via Giovanni Pezzotti, 10, 20141 Milano MI, Italy",451
451,"Via Giovanni Pezzotti, 25, 20141 Milano MI, Italy",452
452,"Via Giovanni Pezzotti, 53, 20141 Milano MI, Italy",453
453,"Via Giovanni Prati, 1, 20145 Milano MI, Italy",454
454,"Via Giovanni Schiavoni, 2, 20142 Milano MI, Italy",455
455,"Via Giovanni Segantini, 8, 20143 Milano MI, Italy",456
456,"Via Giovanni Spadolini, 5/7, 20141 Milano MI, Italy",457
457,"Via Giovanni da Procida, 25, 20149 Milano MI, Italy",458
458,"Via Giovanni da Procida, 27, 20149 Milano MI, Italy",459
459,"Via Giulio Cesare Procaccini, 4, 20154 Milano MI, Italy",460
460,"Via Giuseppe Adami, 7, 20143 Milano MI, Italy",461
461,"Via Giuseppe Antonio Borgese, 4, 20154 Milano MI, Italy",462
462,"Via Giuseppe Antonio Sassi, 13, 20123 Milano MI, Italy",463
463,"Via Giuseppe Brentano, 2, 20121 Milano MI, Italy",464
464,"Via Giuseppe Codara, 1, 20144 Milano MI, Italy",465
465,"Via Giuseppe Dezza, 46, 20144 Milano MI, Italy",466
466,"Via Giuseppe Dezza, 47, 20144 Milano MI, Italy",467
467,"Via Giuseppe Ferrari, 14, 20154 Milano MI, Italy",468
468,"Via Giuseppe Frua, 20, 20146 Milano MI, Italy",469
469,"Via Giuseppe Giusti, 14, 20154 Milano MI, Italy",470
470,"Via Giuseppe Giusti, 15, 20154 Milano MI, Italy",471
471,"Via Giuseppe Giusti, 41, 20154 Milano MI, Italy",472
472,"Via Giuseppe Govone, 18, 20154 Milano MI, Italy",473
473,"Via Giuseppe Govone, 28, 20155 Milano MI, Italy",474
474,"Via Giuseppe Govone, 42, 20155 Milano MI, Italy",475
475,"Via Giuseppe Govone, 69, 20155 Milano MI, Italy",476
476,"Via Giuseppe Meda, 1, 20136 Milano MI, Italy",477
477,"Via Giuseppe Meda, 24, 20141 Milano MI, Italy",478
478,"Via Giuseppe Meda, 28, 20141 Milano MI, Italy",479
479,"Via Giuseppe Meda, 34, 20141 Milano MI, Italy",480
480,"Via Giuseppe Revere, 14, 20123 Milano MI, Italy",481
481,"Via Goito, 11-1, 20121 Milano MI, Italy",482
482,"Via Gran S. Bernardo, 18 Cenisio, M5, 20154 Milano MI, Italy",483
483,"Via Gran S. Bernardo, 5, 20154 Milano MI, Italy",484
484,"Via Grigna, 3, 20155 Milano MI, Italy",485
485,"Via Grigna, 5, 20155 Milano MI, Italy",486
486,"Via Grigna, 8, 20155 Milano MI, Italy",487
487,"Via Grosotto, 79, 20149 Milano MI, Italy",488
488,"Via Guercino, 1, 20154 Milano MI, Italy",489
489,"Via Guglielmo Pepe, 12, 20159 Milano MI, Italy",490
490,"Via Guglielmo Pepe, 40, 20159 Milano MI, Italy",491
491,"Via Guglielmo Pepe, 44, 20159 Milano MI, Italy",492
492,"Via Guglielmo Röntgen, 2, 20136 Milano MI, Italy",493
493,"Via Ignazio Gardella, 2, 20149 Milano MI, Italy",494
494,"Via Imperia, 22, 20142 Milano MI, Italy",495
495,"Via Imperia, 36, 20142 Milano MI, Italy",496
496,"Via Innocenzo Isimbardi, 24, 20141 Milano MI, Italy",497
497,"Via Innocenzo Isimbardi, 49, 20141 Milano MI, Italy",498
498,"Via Ippolito Nievo, 30, 20145 Milano MI, Italy",499
499,"Via Italo Svevo, 2, 20143 Milano MI, Italy",500
