user_id,taxi_id,driver_id,passenger_current_lat,passenger_current_lon,passenger_arrival_lat,passenger_arrival_lon,drivers_current_lat,drivers_current_lon,drivers_location,pickup_location,destination_location,drivers_review,booking_timestamp,booking_source,n_passengers,estimated_fare,estimated_arrival_time_in_m,vehicle_details,trip_duration,trip_distance,trip_rating,trip_id,time_of_day,day_of_week,weather_conditions,traffic_conditions,passenger_pick_up_time,status,order_completion_time
286,41,66,45.47655658,9.16215486,45.43599063,9.18916378,45.47469144,9.17954225,"Viale Congresso Cispadano, 6, 20154 Milano MI, Italy","Via Vincenzo Monti, 92, 20145 Milano MI, Italy","Via Lampedusa, 11/1, 20141 Milano MI, Italy",3.7817402746280964,2023-03-20 21:42:00,app,4,29.868727467001797,10,hatchback,0 days 00:22:00,19.57790027667467,3.821550050925926,d8da5173-235c-473d-8861-8f67de7e1c39,night,Monday,cloudy,normal,2023-03-20 21:55:00,completed,2023-03-20 22:17:00
155,50,57,45.46143134,9.15887902,45.44770457,9.17508219,45.46920055,9.1723847,"Via Giacomo Leopardi, 25, 20123 Milano MI, Italy","Via Sant'Eusebio, 13, 20144 Milano MI, Italy","Via Mario Pichi, 5, 20143 Milano MI, Italy",1.2915761611072325,2023-05-02 12:04:00,app,3,34.29017628395708,9,minivan,None,,4.654903854838285,e29307ad-680b-4aae-b61b-b7b57800c69d,afternoon,Tuesday,windy,moderate,None,cancelled,2023-05-02 12:20:00
6,52,44,45.47490667,9.14733985,45.4462265,9.15361964,45.48005973,9.16862452,"Via Giuseppe Prina, 9, 20154 Milano MI, Italy","Via Eleuterio Pagliano, 11, 20149 Milano MI, Italy","Via Giovanni Enrico Pestalozzi, 10/1, 20143 Milano MI, Italy",1.5863012840891262,2023-10-22 08:40:00,app,1,16.884070541092232,11,suv,None,,3.4614568613895567,8f1e7029-b949-4c6b-a2fb-e1015695e980,morning,Sunday,clear,heavy,None,cancelled,2023-10-22 08:52:00
428,47,45,45.47076912,9.18446432,45.4677549,9.18208102,45.47431649,9.14749833,"Via Filippo Carcano, 17, 20149 Milano MI, Italy","Via Mercato, 10, 20121 Milano MI, Italy","34 - Cairoli, 20121 Milano MI, Italy",2.057924391362205,2023-08-18 16:45:00,app,4,40.52623340841945,14,minivan,0 days 00:16:00,3.5754282982558623,2.737927887837162,c11c1e03-e636-4fcb-8839-65f406cc289c,afternoon,Friday,cloudy,normal,2023-08-18 16:56:00,completed,2023-08-18 17:12:00
642,45,16,45.45179108,9.15354749,45.47545685,9.17362394,45.46962421,9.17369709,"Via Giacomo Leopardi, 12, 20123 Milano MI, Italy","Viale Carlo Troya, 6/A, 20144 Milano MI, Italy","Piazza Sempione, 2A, 20121 Milano MI, Italy",1.1485702296743296,2023-08-23 18:21:00,app,2,12.582089354261301,8,minivan,None,,4.004847362802156,32f0a19a-2af1-499b-8d3d-a824ca2fb519,evening,Wednesday,rainy,light,None,cancelled,2023-08-23 18:34:00
18,62,42,45.44489668,9.15993846,45.4670478,9.14810321,45.45447651,9.15618239,"Via Montecatini, 2, 20144 Milano MI, Italy","Via Malaga, 4, 20143 Milano MI, Italy","Via Vittoria Colonna, 54, 20149 Milano MI, Italy",2.7233516069975963,2023-04-26 22:39:00,website,4,38.75021852785666,14,minivan,0 days 00:28:00,5.111334278804523,1.8327193957013828,dd8df728-628b-49b6-800d-3814f3ceaab1,night,Wednesday,cloudy,moderate,2023-04-26 22:48:00,completed,2023-04-26 23:16:00
388,19,7,45.43802126,9.16398256,45.44148331,9.17694467,45.45898035,9.17877197,"Via Gian Giacomo Mora, 22, 20123 Milano MI, Italy","Viale Famagosta, 61, 20142 Milano MI, Italy","Via Ascanio Sforza, 79, 20141 Milano MI, Italy",3.756102434392421,2023-06-15 20:29:00,website,4,35.97062381804034,12,hatchback,0 days 00:25:00,14.918852582730882,1.0760755993991804,6e52d5bd-eeb8-443b-9f24-8f2cc3c3f541,evening,Thursday,windy,heavy,2023-06-15 20:43:00,completed,2023-06-15 21:08:00
735,21,7,45.48643883,9.1773505,45.4537984,9.18896845,45.47874949,9.14842075,"Via Antonia Pozzi, 7, 20149 Milano MI, Italy","Via Luigi Nono, 1, 20154 Milano MI, Italy","Via San Martino, 11C, 20122 Milano MI, Italy",1.6498478267306886,2023-12-24 08:21:00,website,2,10.223005541569638,13,hatchback,None,,1.613083724042208,33566c27-f01e-43ac-955d-1d7ae29359d2,morning,Sunday,snowy,light,None,cancelled,2023-12-24 08:47:00
132,50,19,45.44703375,9.16016546,45.47939242,9.16125491,45.48121829,9.16883269,"Via Luigi Canonica, 91, 20154 Milano MI, Italy","Via Giovanni Pastorelli, 16, 20143 Milano MI, Italy","Via Giovanni da Procida, 11, 20149 Milano MI, Italy",3.7246817780159014,2023-09-26 06:31:00,app,1,44.40866015497939,8,minivan,0 days 00:23:00,11.753518318811148,3.5619256368483367,de18730f-0c25-45d8-b873-2a99b3b8b96a,morning,Tuesday,snowy,light,2023-09-26 06:38:00,completed,2023-09-26 07:01:00
462,58,48,45.44800983,9.15970447,45.47079821,9.14926275,45.46346431,9.16199039,"Via Paolo Giovio, 29, 20144 Milano MI, Italy","Ripa di Porta Ticinese, 119, 20143 Milano MI, Italy","Via Alberto Mario, 36, 20149 Milano MI, Italy",4.18914005874841,2023-06-19 05:19:00,website,4,21.611968172098443,14,hatchback,0 days 00:00:00,17.218132466167233,1.875699287757255,21482dc9-7078-4e09-a05f-8b94e1e45b4d,night,Monday,cloudy,moderate,2023-06-19 05:29:00,completed,2023-06-19 05:29:00
456,12,17,45.49146447,9.1712365,45.43802083,9.1778755,45.45990876,9.14885779,"P.Le Tripoli, 20146 Milano MI, Italy","Via Privata Giovanni Calvino, 3, 20154 Milano MI, Italy","Viale Giovanni da Cermenate, 11, 20141 Milano MI, Italy",1.5518393309630656,2023-07-05 22:48:00,app,1,48.36949391428122,15,hatchback,None,,4.686139897814026,c5db3388-e032-40c6-9dce-a877283501d5,night,Wednesday,clear,light,None,cancelled,2023-07-05 23:16:00
145,61,58,45.4824906,9.1704244,45.4620464,9.17991639,45.45757759,9.16442683,"Via Valparaiso, 4, 20144 Milano MI, Italy","Via Paolo Lomazzo, 31, 20154 Milano MI, Italy","Via Cappuccio, 4, 20123 Milano MI, Italy",2.4021330282903013,2023-10-20 03:39:00,website,1,12.56778539076656,13,hatchback,0 days 00:09:00,9.299330451501636,2.2645969710346305,25425faf-6e9e-41ab-bde9-461b7c4cbb54,night,Friday,windy,heavy,2023-10-20 03:47:00,completed,2023-10-20 03:56:00
115,47,40,45.46051469,9.17573763,45.44864431,9.17893427,45.43429911,9.1639284,"Via S. Vigilio, 15, 20142 Milano MI, Italy","Via Edmondo de Amicis, 44, 20123 Milano MI, Italy","Via Giuseppe Lagrange, 1, 20136 Milano MI, Italy",1.5291236552636316,2023-10-27 23:11:00,website,2,41.02922314275783,5,minivan,None,,4.134526145507399,51ae5a55-0aa7-4c54-8a4d-0e220d6b4f8b,night,Friday,cloudy,heavy,None,cancelled,2023-10-27 23:30:00
60,37,12,45.43912466,9.15529858,45.46595287,9.17423403,45.48377456,9.15574197,"P.Le Damiano Chiesa, 20149 Milano MI, Italy","Via Modica, 1, 20143 Milano MI, Italy","Corso Magenta, 48, 20123 Milano MI, Italy",4.909779581612758,2023-08-17 12:58:00,website,1,10.684526119330124,14,suv,0 days 00:20:00,6.79617318011777,2.033790362005692,2bf581ab-334a-427f-9870-37b0d617626d,afternoon,Thursday,rainy,heavy,2023-08-17 13:17:00,completed,2023-08-17 13:37:00
123,44,26,45.49237739,9.18403352,45.48128068,9.18414678,45.44871174,9.17008993,"Via Filippo Argelati, 29, 20143 Milano MI, Italy","Via Carlo Farini, 55, 20159 Milano MI, Italy","Viale Pasubio, 5, 20154 Milano MI, Italy",2.1030883165378795,2023-06-03 01:54:00,website,4,31.405917168899858,13,hatchback,0 days 00:23:00,4.870711869300218,4.922357549994759,bdb0d8c0-d7c0-4386-a58f-6bf403005f42,night,Saturday,windy,normal,2023-06-03 02:02:00,completed,2023-06-03 02:25:00
410,22,64,45.46712833,9.16015859,45.44390223,9.17380684,45.45170663,9.1734057,"Alzaia Naviglio Grande, 26, 20144 Milano MI, Italy","Via Francesco Cherubini, 6, 20145 Milano MI, Italy","Via Antonio Lecchi, 19, 20143 Milano MI, Italy",3.4588361443120066,2023-10-28 13:38:00,website,1,45.374197408514924,11,minivan,0 days 00:22:00,11.29519300603378,2.3235886603853695,9e23dc60-f769-4556-bfd6-27c5864874a1,afternoon,Saturday,clear,heavy,2023-10-28 13:51:00,completed,2023-10-28 14:13:00
85,36,24,45.43756617,9.17466482,45.43429189,9.16805379,45.48394304,9.15736067,"Via Leon Battista Alberti, 12, 20149 Milano MI, Italy","Via Giovanni Schiavoni, 2, 20142 Milano MI, Italy","Via Giovanni Palatucci, 20142 Milano MI, Italy",1.903814218756386,2023-04-16 17:23:00,app,4,42.97241224139414,5,suv,None,,2.379554619317495,2a218410-c537-4904-ae23-17123fb4353b,evening,Sunday,rainy,moderate,None,cancelled,2023-04-16 17:37:00
669,31,43,45.43549748,9.16045738,45.46636886,9.18047552,45.44002151,9.15349012,"Via Ambrogio Portaluppi, 9, 20143 Milano MI, Italy","Via Ovada, 38B, 20142 Milano MI, Italy","Via San, Via S. Giovanni sul Muro, 19, 20121 Milano MI, Italy",2.178027146441217,2023-08-10 11:24:00,app,1,32.59904946568395,11,sedan,0 days 00:01:00,19.36414639585498,1.2256583675838582,59bc0770-d0c4-4476-a8a1-faa117c7a723,forenoon,Thursday,clear,normal,2023-08-10 11:35:00,completed,2023-08-10 11:36:00
269,17,11,45.46000662,9.15651436,45.47016491,9.15468673,45.45023808,9.16704837,"Via Valenza, 2, 20144 Milano MI, Italy","Via Costanza, 2, 20144 Milano MI, Italy","Piazza Michelangelo Buonarroti, 29, 20145 Milano MI, Italy",4.277722707671977,2023-10-17 23:31:00,website,4,35.631289330675955,10,sedan,0 days 00:24:00,3.9328566158152136,1.0499439593410802,4cf930c6-7da5-4be1-9cbf-f2ba95db11c9,night,Tuesday,sunny,heavy,2023-10-17 23:40:00,completed,2023-10-18 00:04:00
178,51,36,45.4478804,9.18148444,45.44252759,9.15646361,45.45001772,9.17111277,"Via Filippo Argelati, 30, 20143 Milano MI, Italy","Via Balilla ang, Via Odoardo Tabacchi, 20136 Milano MI, Italy","Via Ettore Ponti, 21, 20143 Milano MI, Italy",2.4355196371132823,2023-08-28 04:35:00,website,1,46.792501525835036,8,sedan,0 days 00:22:00,10.402604137074736,1.964987396224862,e74a9da1-e827-4e33-95db-2ad58012298b,night,Monday,windy,heavy,2023-08-28 04:38:00,completed,2023-08-28 05:00:00
729,42,33,45.47769704,9.17679761,45.48460593,9.14963623,45.45587426,9.18585143,"Via Molino delle Armi, 11, 20122 Milano MI, Italy","Via Luigi Canonica, 13, 20154 Milano MI, Italy","Via Gattamelata, 41, 20149 Milano MI, Italy",4.09758192749789,2023-12-05 14:34:00,app,2,16.47885986255676,6,suv,0 days 00:47:00,7.099366549182461,4.8507090495991,f3693759-36b8-4cd5-822a-fb2145ac385c,afternoon,Tuesday,windy,light,2023-12-05 14:35:00,completed,2023-12-05 15:22:00
290,57,56,45.45493919,9.17946689,45.46454705,9.18392432,45.44409592,9.16830899,"Viale Liguria, 17, 20143 Milano MI, Italy","Via Scaldasole, 14, 20123 Milano MI, Italy","P.za degli Affari, 2, 20123 Milano MI, Italy",4.866095381781769,2023-10-04 16:05:00,website,2,22.4220353862096,7,suv,0 days 00:26:00,12.549244784632352,3.466945564220683,6da2fe35-6eee-40f7-a0d2-a4dda621d46d,afternoon,Wednesday,sunny,light,2023-10-04 16:15:00,completed,2023-10-04 16:41:00
598,52,14,45.45048922,9.14928656,45.45086975,9.15234769,45.44576063,9.14661775,"Ponte Richard Ginori, Via L. Il Moro Cavalcavia Don Milani, 20143, 20143 Milano MI, Italy","Via Giambellino, 37, 20146 Milano MI, Italy","Via Savona, 94B, 20144 Milano MI, Italy",1.5033982710329767,2023-09-23 17:55:00,app,4,27.919772079675486,12,minivan,None,,4.863431424734038,fb9f8340-fac3-4069-a2d5-e46ac42e0e17,evening,Saturday,sunny,heavy,None,cancelled,2023-09-23 18:18:00
254,73,27,45.49359898,9.17113139,45.45122386,9.14604046,45.47299212,9.16637365,"Via Vincenzo Monti, 57, 20145 Milano MI, Italy","F5VC+CF Milan, Metropolitan City of Milan, Italy","Via Giacinto Bruzzesi, 25, 20146 Milano MI, Italy",2.263530160825811,2023-12-15 09:19:00,website,3,40.146871830364105,5,suv,0 days 00:17:00,10.356359322072432,3.7741116268481627,8ac0378d-ea8a-4869-a983-9a7061cdf4ea,forenoon,Friday,snowy,moderate,2023-12-15 09:20:00,completed,2023-12-15 09:37:00
212,46,8,45.46333012,9.17594123,45.46832792,9.14847528,45.47153477,9.16081855,"Via Angelo Michele Grancini, 8, 20145 Milano MI, Italy","Largo Agostino Gemelli, 1, 20123 Milano MI, Italy","Via Correggio, 61, 20149 Milano MI, Italy",4.196008869500157,2023-08-16 19:04:00,app,4,36.33763650027016,14,minivan,0 days 00:38:00,1.708575858850157,2.3945131741197088,4ce9730b-f1e2-494d-9197-e05e0c4b7f3b,evening,Wednesday,cloudy,moderate,2023-08-16 19:22:00,completed,2023-08-16 20:00:00
664,22,46,45.44213056,9.16641601,45.48818814,9.15617071,45.48582333,9.15799854,"Via Emanuele Filiberto, 2, 20149 Milano MI, Italy","Via Franco Russoli, 5, 20143 Milano MI, Italy","P.za Firenze, 20149 Milano MI, Italy",3.7300271316086655,2023-04-09 00:33:00,website,3,27.298259663428524,5,sedan,0 days 00:09:00,6.645725785410715,4.8735198841793315,eaa998a5-2418-4aa6-a803-7a6ed3b79813,night,Sunday,windy,normal,2023-04-09 00:34:00,completed,2023-04-09 00:43:00
239,36,2,45.47297058,9.17111402,45.4528309,9.17822601,45.4355735,9.14646676,"Via Davide Campari, 5, 20142 Milano MI, Italy","Via Pagano Via Canova, 20121 Milano MI, Italy","Viale Gabriele D'Annunzio, 30, 20123 Milano MI, Italy",2.2936665027291463,2023-01-02 18:06:00,website,1,33.092348437130354,7,minivan,0 days 00:10:00,7.417868193363752,1.5661387305908288,775a41bb-4c4b-4261-8c38-10e5bfb5bb2e,evening,Monday,windy,light,2023-01-02 18:17:00,completed,2023-01-02 18:27:00
495,53,39,45.47331026,9.17015169,45.46151964,9.18748874,45.46251756,9.15371284,"Via Giasone del Maino, 23, 20146 Milano MI, Italy","Via Pagano Via Canova, 20121 Milano MI, Italy","Galleria Unione, 3, 20123 Milano MI, Italy",1.3741690970038873,2023-04-17 07:26:00,app,1,22.390816765455334,9,minivan,None,,2.1976048367297034,d94bcc9e-7abd-49de-a094-9bf0db7352bc,morning,Monday,rainy,light,None,cancelled,2023-04-17 07:31:00
677,15,65,45.46518699,9.1822572,45.47672239,9.16997603,45.48591278,9.18299457,"Via Pietro Maroncelli, 14, 20154 Milano MI, Italy","Via S. Vittore Al Teatro, 3, 20123 Milano MI, Italy","Via Giovanni Gherardini, 1, 20145 Milano MI, Italy",2.3967049577965844,2023-01-15 19:43:00,app,2,12.235798585918332,9,sedan,-1 days +23:59:00,19.198702587305768,4.318833741726618,88871ab9-289b-4cc9-bfe3-ef7d8ddf9553,evening,Sunday,clear,heavy,2023-01-15 19:57:00,completed,2023-01-15 19:56:00
288,13,69,45.4689569,9.16628788,45.48988739,9.14584644,45.47995378,9.17723441,"Via Giovanni Battista Niccolini, 5, 20154 Milano MI, Italy","Via Gian Battista Bazzoni, 2, 20123 Milano MI, Italy","Via Marco Ulpio Traiano, 79 c/o, Piazzale Portello, 20149 Milano MI, Italy",1.0633832113997705,2023-06-11 10:37:00,app,1,19.987014150786656,10,minivan,None,,4.616154167751979,10d5ef40-4612-47bd-aece-a52d1030f36a,forenoon,Sunday,sunny,light,None,cancelled,2023-06-11 11:02:00
215,59,17,45.47138312,9.16514669,45.45529773,9.16071883,45.48248367,9.174215,"Via Aleardo Aleardi, 12, 20154 Milano MI, Italy","Via Mario Pagano, 22, 20145 Milano MI, Italy","Via Moisè Loria, 26, 20144 Milano MI, Italy",2.437535169460083,2023-11-23 23:44:00,website,2,24.368482187899296,7,sedan,0 days 00:37:00,15.707219860546882,1.860556709499439,35d236fc-315d-49db-a19a-2ff9435e3b20,night,Thursday,windy,normal,2023-11-23 23:49:00,completed,2023-11-24 00:26:00
355,43,44,45.47566149,9.16898828,45.45842897,9.15210967,45.44128408,9.18117012,"Via Francesco Brioschi, 62, 20141 Milano MI, Italy","Via Abbondio Sangiorgio, 9, 20145 Milano MI, Italy","Via Garian, 46, 20146 Milano MI, Italy",1.7554560228469493,2023-09-05 06:31:00,app,2,28.25857521553675,8,minivan,None,,2.127033844321776,d86155ec-44ab-4e7d-a371-7654eb304a74,morning,Tuesday,cloudy,light,None,cancelled,2023-09-05 06:58:00
267,68,11,45.44835139,9.15940173,45.43708884,9.16728286,45.46186941,9.16520337,"Viale Coni Zugna, 5/A, 20144 Milano MI, Italy","Ripa di Porta Ticinese, 119, 20143 Milano MI, Italy","Viale Famagosta, 56, 20142 Milano MI, Italy",4.0339195937993795,2023-10-16 01:05:00,app,4,27.39680096246182,5,suv,0 days 00:54:00,11.423588339158986,3.092178636856571,b944fac8-a27b-4268-93a0-277f7c8dbe11,night,Monday,sunny,moderate,2023-10-16 01:11:00,completed,2023-10-16 02:05:00
17,35,7,45.4484548,9.18116048,45.44116838,9.16585977,45.48857417,9.18363949,"Via Ugo Bassi, 4, 20159 Milano MI, Italy","Via Gentilino, 6, 20136 Milano MI, Italy","Via Franco Russoli, 14, 20143 Milano MI, Italy",1.2448274602382234,2023-06-23 08:54:00,website,2,16.798988037331494,13,sedan,0 days 00:29:00,16.80721568374041,1.558298527619935,5e164975-2ba5-4fd0-8851-46cf458fe1b6,morning,Friday,sunny,heavy,2023-06-23 09:09:00,completed,2023-06-23 09:38:00
40,66,69,45.49329224,9.17140128,45.44232985,9.18594999,45.46479351,9.15920658,"Via Domenico Cimarosa, 13, 20144 Milano MI, Italy","F5VC+8H Milan, Metropolitan City of Milan, Italy","Giovanni, Via Giovanni Battista Boeri, 5, 20141 Milano MI, Italy",4.367732552455429,2023-01-03 18:01:00,website,1,34.217907775167845,12,hatchback,0 days 00:50:00,13.327388143435398,3.655749429030982,e3308657-69ea-4ab7-8b01-f911b4b21cdb,evening,Tuesday,snowy,light,2023-01-03 18:11:00,completed,2023-01-03 19:01:00
320,67,34,45.45125168,9.15296246,45.46763915,9.18133339,45.4454201,9.17028229,"Viale Liguria, 23/A, 20143 Milano MI, Italy","Via Giambellino, 7, 20144 Milano MI, Italy","28 - San Giovanni sul Muro, 20121 Milano MI, Italy",3.119568355288827,2023-10-20 09:48:00,app,2,12.814395978822773,10,hatchback,0 days 00:47:00,5.886907402773117,2.895317346304523,faa8297c-83ff-4f71-a1eb-30faaff9910b,forenoon,Friday,windy,heavy,2023-10-20 10:01:00,completed,2023-10-20 10:48:00
452,3,1,45.47513138,9.15777772,45.46922036,9.17136578,45.4887808,9.16722729,"Via Gran S. Bernardo, 5, 20154 Milano MI, Italy","Via Senofonte, 7, 20145 Milano MI, Italy","Via Vincenzo Monti, 29, 20123 Milano MI, Italy",4.630324730807334,2023-09-11 00:45:00,app,4,10.654573476278259,13,sedan,0 days 00:36:00,1.0486746600810524,3.3559488611932466,15a6e0f8-4728-4495-a8a5-151a02c78c35,night,Monday,sunny,heavy,2023-09-11 00:54:00,completed,2023-09-11 01:30:00
309,11,41,45.45791829,9.16014843,45.44922058,9.18367527,45.44804362,9.16225845,"Via Giovanni Pastorelli, 4E, 20143 Milano MI, Italy","Via Vincenzo Foppa, 22, 20144 Milano MI, Italy","Piazza Tito Lucrezio Caro, 5, 20136 Milano MI, Italy",4.109537088142004,2023-01-14 14:40:00,website,4,14.662939371064097,15,suv,0 days 00:13:00,19.118711307889697,1.6532273975013831,5d1200e8-5215-45b9-814a-dece178821ad,afternoon,Saturday,rainy,light,2023-01-14 14:51:00,completed,2023-01-14 15:04:00
1,18,55,45.46693141,9.15281535,45.47050149,9.16173581,45.43917745,9.18064111,"Via Giulio Carcano, 22, 20141 Milano MI, Italy","Via Marghera, 31, 20149 Milano MI, Italy","Via Giorgio Pallavicino, 27, 20145 Milano MI, Italy",2.0775736655383135,2023-07-27 04:37:00,website,1,22.330079574015844,10,minivan,0 days 00:13:00,7.827852516330658,2.5069094359230712,312c58b2-858e-407d-95fe-7c9b16cc81c2,night,Thursday,clear,moderate,2023-07-27 04:50:00,completed,2023-07-27 05:03:00
710,41,21,45.47897104,9.15804513,45.48646691,9.16035871,45.48367162,9.1743303,"Via Giulio Cesare Procaccini, 9, 20154 Milano MI, Italy","Piazza Tre Torri, 1, 20145 Milano MI, Italy","Via Piero della Francesca, 68, 20154 Milano MI, Italy",4.2055436117619305,2023-11-17 03:17:00,website,2,41.031410288448576,8,hatchback,0 days 00:12:00,14.131151318111094,3.1414465255096893,c4d58a3b-3aa7-43a2-9531-fdf75bdd96ec,night,Friday,clear,light,2023-11-17 03:30:00,completed,2023-11-17 03:42:00
88,3,5,45.46122412,9.169825,45.44608195,9.1621944,45.44375897,9.1842339,"Via Piero Preda, 4, 20141 Milano MI, Italy","Via Gian Battista Vico, 16/A, 20123 Milano MI, Italy","Via Carlo D'Adda, 29, 20143 Milano MI, Italy",4.952892133383699,2023-10-27 19:14:00,website,3,19.571720617563145,5,minivan,0 days 00:33:00,1.0650776744278223,4.644480030070429,3e6fac7d-5384-4855-81a9-bedb2c65201b,evening,Friday,clear,normal,2023-10-27 19:16:00,completed,2023-10-27 19:49:00
106,16,28,45.44625494,9.17960152,45.44193785,9.16720641,45.49369278,9.17038964,"Zona, 20158 Milano MI, Italy","Via Antonio Tantardini, 2, 20136 Milano MI, Italy","Via Franco Russoli, 7, 20143 Milano MI, Italy",2.850462689735701,2023-02-26 23:43:00,website,3,14.093016274059678,5,sedan,0 days 00:35:00,16.781343532086538,4.886420382751466,aba185a7-161a-437b-83d7-3df848c63694,night,Sunday,cloudy,moderate,2023-02-26 23:51:00,completed,2023-02-27 00:26:00
683,7,29,45.4835164,9.16452158,45.4491201,9.16659292,45.48851993,9.18642865,"Via Angelo della Pergola, 10, 20159 Milano MI, Italy","Via Piero della Francesca, 27, 20154 Milano MI, Italy","Via Privata Eugenio Barsanti, 4, 20143 Milano MI, Italy",4.887474701316601,2023-05-18 04:18:00,app,2,28.603972974249075,15,hatchback,0 days 00:11:00,19.595655699195664,1.1909230899693912,d9b42741-4bd7-4c37-bdff-cb0ec8c13eca,night,Thursday,rainy,normal,2023-05-18 04:34:00,completed,2023-05-18 04:45:00
181,46,53,45.45626132,9.16924584,45.45552878,9.17273595,45.43987769,9.15709034,"Via Simone Martini, 11, 20143 Milano MI, Italy","Via Pietro Orseolo, 12, 20144 Milano MI, Italy","Corso Cristoforo Colombo, 2, 20144 Milano MI, Italy",4.355008451785258,2023-02-21 19:47:00,website,3,38.2291008623197,14,minivan,0 days 00:35:00,11.384718830079544,3.2427811669680855,1770727d-0a14-41fa-918c-fca5198bdd3d,evening,Tuesday,windy,normal,2023-02-21 19:56:00,completed,2023-02-21 20:31:00
142,21,5,45.47060878,9.15370733,45.45748548,9.15937957,45.46014332,9.14730717,"Viale Caterina da Forlì, 4, 20146 Milano MI, Italy","Via Vittoria Colonna, 6, 20149 Milano MI, Italy","Via Vincenzo Foppa, 32, 20144 Milano MI, Italy",3.6423006818860273,2023-06-11 05:55:00,app,2,12.07928106750157,10,suv,0 days 00:03:00,2.761619312035192,1.8517786074007736,88afc94c-a543-44a8-aa12-cfd14da835fb,night,Sunday,snowy,moderate,2023-06-11 06:03:00,completed,2023-06-11 06:06:00
513,28,69,45.48332479,9.18461847,45.49209191,9.15144142,45.45309122,9.15257802,"Piazza Napoli, 30, 20146 Milano MI, Italy","Via Massimo D'Azeglio, 4, 20154 Milano MI, Italy","Via Antonio Pacinotti, 4, 20155 Milano MI, Italy",1.788368492427157,2023-11-14 10:19:00,website,4,15.7757520495697,15,hatchback,0 days 00:22:00,7.178945157230571,1.3688599374173105,29dfb9ab-66e9-4209-9b30-91f405400aaf,forenoon,Tuesday,cloudy,moderate,2023-11-14 10:30:00,completed,2023-11-14 10:52:00
380,56,73,45.44767675,9.18706385,45.45615923,9.18674465,45.46638857,9.18444948,"Via Dante, 7, 20123 Milano MI, Italy","Via Gian Carlo Castelbarco, 25, 20136 Milano MI, Italy","C.So Italia Via S.Sofia, 20122 Milano MI, Italy",1.7527729853818785,2023-04-16 11:05:00,app,4,25.889789719260435,9,suv,None,,4.990967998033977,4e783cbd-7696-4683-b794-b0cf8c66996b,forenoon,Sunday,rainy,heavy,None,cancelled,2023-04-16 11:06:00
615,41,36,45.48267218,9.17176925,45.44372318,9.16646746,45.44762213,9.18588919,"Via Antonio Curti, 4, 20136 Milano MI, Italy","Via Paolo Lomazzo, 26, 20154 Milano MI, Italy","Via Ondina Valla, 481, 20143 Milano MI, Italy",1.1870741336463517,2023-05-09 19:59:00,website,2,45.798064311278786,6,minivan,None,,3.515915824881978,56e2762b-6766-4ec6-91e0-4d57b5cb77a1,evening,Tuesday,rainy,moderate,None,cancelled,2023-05-09 20:23:00
264,21,28,45.44337988,9.16974111,45.46943571,9.1604927,45.46484195,9.15782425,"Via Romualdo Marenco, 3, 20144 Milano MI, Italy","Viale Liguria, 22, 20143 Milano MI, Italy","Via Giorgio Pallavicino, 31A, 20145 Milano MI, Italy",4.699063321781509,2023-03-23 16:31:00,website,1,17.80008220716034,13,suv,0 days 00:35:00,15.384998356774709,3.7427770351165335,61e3877e-35b2-4d2c-89e1-e7e365d184ab,afternoon,Thursday,snowy,heavy,2023-03-23 16:48:00,completed,2023-03-23 17:23:00
142,42,22,45.47666624,9.14831821,45.43377065,9.17830773,45.47161791,9.16185391,"Via Angelo Michele Grancini, 6, 20145 Milano MI, Italy","Via Monte Bianco, 28, 20149 Milano MI, Italy","Via Anton Giulio Barrili, 28, 20141 Milano MI, Italy",2.754542533555332,2023-06-08 08:54:00,app,4,47.37196251263609,5,hatchback,None,,4.005776516003113,884c969c-321b-414b-8341-1b55f0600037,morning,Thursday,rainy,moderate,None,cancelled,2023-06-08 09:13:00
125,73,27,45.48343307,9.15637553,45.48160556,9.16774645,45.49474183,9.15013216,"Via Chiari, 1, 20155 Milano MI, Italy","Via Alcuino, 18, 20149 Milano MI, Italy","Via Giulio Cesare Procaccini, 61, 20154 Milano MI, Italy",4.339714228455138,2023-12-10 11:42:00,website,3,28.226120938433535,8,hatchback,0 days 00:13:00,11.534611963454733,2.797699659001174,900dfbf1-140a-49f7-9745-9e9741c159b1,forenoon,Sunday,sunny,moderate,2023-12-10 11:48:00,completed,2023-12-10 12:01:00
68,49,10,45.44896018,9.16932224,45.4442107,9.15855995,45.47984794,9.15475058,"Largo Domodossola, 1, 20145 Milano MI, Italy","Via Filippo Argelati, 40, 20143 Milano MI, Italy","Via Malaga, 4a, 20143 Milano MI, Italy",2.7061531230722595,2023-06-16 21:34:00,app,2,45.31549253464173,14,hatchback,0 days 00:18:00,4.0714202645038515,2.3283497873522627,1d0e0b88-c7c0-45cd-9f16-d2cb350490a4,night,Friday,rainy,moderate,2023-06-16 21:51:00,completed,2023-06-16 22:09:00
